MSOA21CD,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median
E02000492,24.873,73.252,27.529,3.052,26.949
E02000493,26.739,76.206,29.36,3.771,28.537
E02000494,25.103,64.505,26.827,2.175,26.534
E02000495,26.533,58.662,28.467,2.66,27.832
E02000496,23.984,46.633,25.46,1.454,25.201
E02000497,26.9,56.086,28.705,1.938,28.414
E02000498,25.859,68.401,27.962,2.486,27.626
E02000499,28.37,47.097,29.752,1.658,29.465
E02000500,26.911,63.641,29.409,2.873,28.872
E02000501,28.783,48.297,30.042,1.225,29.855
E02000502,28.001,59.05,30.382,2.67,29.626
E02000503,29.19,53.328,30.921,2.068,30.458
E02000504,27.224,66.59,29.88,3.294,29.319
E02000506,25.884,82.45,30.273,5.232,29.474
E02000507,29.606,64.484,31.789,4.142,30.66
E02000508,28.417,64.908,31.498,3.578,30.56
E02000509,27.896,64.045,30.525,3.694,29.532
E02000510,29.563,69.244,32.055,3.296,31.262
E02000511,29.735,55.997,30.904,1.409,30.658
E02000512,29.985,54.249,31.627,2.41,31.092
E02000513,30.717,54.863,32.422,2.475,31.815
E02000514,30.823,59.423,32.471,2.394,31.941
E02000515,28.266,67.448,30.441,2.646,29.973
E02000516,31.984,67.306,33.684,3.394,32.654
E02000517,31.101,59.395,32.494,2.468,31.842
E02000518,30.071,65.855,32.287,2.681,31.643
E02000519,31.777,70.919,34.594,4.193,33.363
E02000520,31.393,79.305,34.379,4.024,33.411
E02000521,32.627,92.235,35.28,4.605,34.026
E02000522,30.485,67.519,33.877,3.543,32.947
E02000523,33.67,73.981,37.272,4.647,35.793
E02000524,30.308,447.633,39.097,6.662,38.274
E02000525,34.361,102.951,38.312,5.696,36.509
E02006796,29.48,64.973,31.91,3.684,30.948
E02000526,36.862,113.189,41.848,8.927,38.875
E02000529,33.402,69.961,36.518,5.026,34.808
E02000530,33.189,92.04,37.512,6.162,35.422
E02000531,32.988,105.151,37.433,6.295,35.774
E02000532,34.368,95.771,37.819,5.635,36.386
E02000533,34.641,99.283,38.479,6.194,36.623
E02000534,32.771,78.59,35.627,4.703,34.231
E02000535,33.074,78.267,35.986,4.955,34.449
E02000536,32.972,84.819,35.788,4.649,34.444
E02000537,32.776,73.042,34.905,3.803,33.973
E02000538,32.224,77.853,36.16,4.762,35.158
E02000539,32.998,82.086,35.265,3.645,34.292
E02000540,33.52,71.085,35.463,3.476,34.523
E02000541,32.438,63.018,34.869,3.823,33.71
E02000542,32.667,87.139,35.501,4.24,34.2
E02000543,32.357,85.371,35.287,4.353,34.214
E02000544,32.517,48.477,33.926,1.272,33.615
E02000545,33.009,138.415,34.605,3.105,34.039
E02000546,30.872,56.855,32.433,2.08,31.911
E02000547,31.274,72.948,35.009,3.787,33.879
E02000548,29.476,60.577,32.683,3.161,31.905
E02000549,30.463,70.449,32.756,3.523,31.84
E02000550,30.482,60.428,31.772,1.897,31.401
E02000551,30.117,69.483,32.697,4.104,31.532
E02000552,28.909,55.28,30.518,1.924,30.08
E02000553,29.117,63.269,31.714,3.701,30.669
E02006792,35.559,100.45,40.183,7.557,37.922
E02006972,35.168,84.682,39.077,6.99,36.838
E02006973,33.569,81.189,38.632,6.541,37.033
E02000554,36.457,59.343,39.127,3.389,38.178
E02000555,36.507,78.465,39.822,4.786,38.286
E02000556,37.351,75.175,39.535,3.456,38.644
E02000557,37.901,125.242,41.795,6.293,39.744
E02000558,37.679,90.614,41.761,6.409,39.837
E02000559,38.213,87.591,40.752,4.927,39.236
E02000560,38.421,87.062,43.039,5.857,41.154
E02000561,37.807,73.71,39.181,2.548,38.581
E02000562,38.263,61.591,40.463,3.283,39.413
E02000563,38.311,92.535,41.341,4.768,40.019
E02000564,38.715,92.005,42.27,5.741,40.51
E02000565,38.742,66.145,41.722,3.472,40.607
E02000566,38.589,85.389,41.796,4.772,40.636
E02000567,39.403,84.242,42.914,4.621,41.456
E02000568,39.696,78.878,42.532,3.949,41.416
E02000569,40.174,78.099,44.278,5.535,42.486
E02000570,40.061,67.123,42.408,2.439,41.757
E02000571,41.265,80.967,43.907,4.772,42.464
E02000572,41.097,83.915,44.762,4.58,43.551
E02000573,41.406,123.189,45.86,7.602,43.838
E02000574,42.489,103.782,47.42,7.585,45.215
E02000575,43.738,123.844,49.447,9.765,46.503
E02000576,44.173,132.505,48.019,10.069,45.36
E02000577,37.618,78.228,41.992,5.469,40.624
E02000578,38.021,70.077,40.93,4.435,39.596
E02000579,38.071,107.431,43.812,7.655,41.101
E02000580,40.176,71.148,43.257,4.247,41.868
E02000581,39.274,68.831,41.97,4.104,40.665
E02000582,40.395,98.885,43.91,5.251,42.205
E02000583,39.298,96.635,42.887,6.076,41.024
E02000584,39.707,242.836,44.532,11.494,42.03
E02000585,39.564,141.972,43.237,8.637,40.814
E02000586,40.696,393.458,44.436,14.529,42.166
E02000587,39.893,145.41,43.625,9.898,41.057
E02000588,42.734,187.157,47.886,15.617,44.001
E02000589,40.507,111.845,44.817,12.004,41.299
E02000590,42.224,180.268,47.18,11.327,43.722
E02000591,40.235,139.562,47.588,14.189,41.471
E02000592,40.994,130.645,45.689,9.77,42.798
E02000593,39.314,137.021,43.849,10.225,40.601
E02000594,41.595,120.026,45.376,8.34,42.755
E02000595,41.055,132.221,45.344,10.26,42.327
E02000596,39.278,100.891,42.848,7.845,40.961
E02000597,38.966,132.017,45.712,11.65,41.14
E02000598,30.723,64.81,33.091,3.146,32.37
E02000599,31.562,85.238,33.422,3.324,32.315
E02000600,31.701,64.25,34.136,3.504,33.171
E02000601,31.058,76.485,33.361,3.878,32.467
E02000602,32.17,127.231,36.064,6.346,34.164
E02000603,31.584,64.195,33.526,2.742,32.92
E02000604,31.568,74.898,32.885,2.458,32.221
E02000605,30.81,56.005,32.291,1.89,31.926
E02000606,29.984,102.886,35.4,6.573,33.284
E02000607,30.923,70.043,32.543,2.192,32.218
E02000608,29.64,66.735,32.298,3.301,31.455
E02000609,30.443,95.539,34.08,5.339,32.306
E02000610,29.452,69.945,32.46,4.243,31.596
E02000611,30.699,69.664,32.501,4.213,31.262
E02000612,30.084,84.961,32.338,3.905,31.423
E02000613,29.381,75.086,32.242,3.996,31.164
E02000614,28.776,76.464,32.431,5.101,30.9
E02000615,28.975,91.096,31.826,4.813,30.421
E02000616,27.286,66.066,29.371,1.976,29.191
E02000617,25.842,57.852,27.953,2.612,27.249
E02000619,42.723,90.181,45.925,5.111,44.486
E02000620,42.36,94.373,46.65,6.489,44.486
E02000621,39.929,108.078,46.648,9.009,43.161
E02000622,39.582,97.421,44.557,6.443,42.629
E02000623,39.323,68.892,42.36,3.776,41.263
E02000624,39.695,71.601,42.275,3.913,41.205
E02000625,38.978,86.921,41.67,4.537,40.197
E02000626,38.917,68.974,40.687,2.591,39.945
E02000627,38.263,79.788,40.731,3.681,39.92
E02000628,38.963,88.507,42.261,5.807,40.588
E02000629,38.224,69.85,40.572,3.998,39.464
E02000630,38.248,85.423,41.824,5.764,39.97
E02000631,37.296,83.591,39.953,4.087,38.78
E02000632,37.697,84.822,40.148,4.387,39.05
E02000633,37.841,88.436,41.344,5.65,39.628
E02000634,36.983,80.738,41.422,5.743,39.558
E02000635,35.814,74.503,38.983,4.01,38.132
E02000636,36.88,83.339,39.186,4.343,38.027
E02000637,36.297,79.273,38.956,4.506,37.904
E02000638,36.666,76.753,39.235,4.728,37.83
E02000639,36.471,84.726,40.008,5.493,38.182
E02000640,35.618,82.928,37.826,3.549,36.844
E02000641,35.441,63.793,37.906,3.535,36.943
E02000642,35.247,78.131,37.974,4.151,36.724
E02000643,35.179,71.568,37.757,4.012,36.642
E02000644,35.043,70.305,36.807,2.881,35.996
E02000645,34.071,66.079,36.926,3.876,35.841
E02000646,34.792,90.686,37.548,5.35,35.966
E02000647,34.184,59.961,35.932,2.932,35.137
E02000648,33.709,62.093,35.609,2.966,34.805
E02000649,34.024,91.174,37.36,5.419,35.614
E02000650,33.441,55.175,35.057,2.528,34.352
E02000651,33.29,79.908,35.429,4.257,34.298
E02000652,32.828,63.1,34.532,2.659,33.902
E02006801,45.027,201.981,50.829,12.023,47.418
E02000653,37.231,65.686,38.947,2.41,38.397
E02000654,36.903,81.374,38.954,3.561,38.007
E02000655,37.233,135.308,39.381,4.874,38.329
E02000657,36.768,84.453,40.831,6.347,38.693
E02000658,36.461,111.046,40.368,6.791,38.423
E02000659,34.815,101.958,37.542,4.177,36.47
E02000660,35.524,70.271,38.097,3.631,37.148
E02000661,34.676,121.074,37.403,4.777,36.008
E02000662,34.884,59.199,37.089,2.163,36.657
E02000663,35.012,71.767,36.708,3.21,35.943
E02000665,33.416,82.438,35.495,3.167,34.796
E02000666,34.336,74.698,36.682,3.25,35.8
E02000667,33.915,78.38,36.608,3.837,35.651
E02000668,33.203,76.038,35.124,4.053,34.043
E02000669,33.525,76.572,35.584,3.829,34.762
E02000670,33.771,77.062,36.748,4.998,35.271
E02000671,33.915,74.923,35.897,3.738,34.946
E02000672,33.647,95.133,37.356,6.552,35.38
E02000673,34.198,70.958,36.012,3.3,35.019
E02000674,32.651,62.845,34.514,3.301,33.766
E02000675,31.46,91.299,33.995,4.344,32.817
E02000676,33.75,139.277,35.604,4.21,34.642
E02000677,32.29,75.885,34.579,4.279,33.649
E02000678,31.696,79.028,33.674,3.205,32.791
E02000679,32.841,64.033,34.556,2.471,33.953
E02000680,33.812,75.966,35.673,3.167,34.818
E02000681,32.557,82.834,34.292,3.368,33.428
E02000682,31.886,71.491,33.821,3.2,33.03
E02000683,29.882,55.44,32.074,2.804,31.579
E02000685,33.301,63.983,35.05,3.25,34.174
E02000686,30.716,69.37,33.051,3.242,32.555
E02000687,32.422,59.723,34.243,2.653,33.588
E02006783,31.316,64.501,33.0,2.98,32.18
E02006784,30.548,77.87,32.574,3.112,31.74
E02006798,36.916,99.426,40.113,5.58,38.513
E02007008,35.674,141.923,40.527,8.409,38.221
E02007009,34.153,95.083,38.348,6.089,36.654
E02000689,33.285,71.163,35.124,2.807,34.53
E02000690,31.813,57.998,32.967,1.662,32.534
E02000691,33.633,63.328,35.833,3.379,34.833
E02000692,32.815,72.879,34.912,3.253,34.021
E02000693,33.469,106.939,35.708,4.368,34.466
E02000694,33.772,79.077,35.685,3.603,34.675
E02000695,33.262,54.397,34.573,1.964,34.16
E02000696,33.104,62.11,34.524,2.602,33.927
E02000697,32.674,74.642,36.138,4.755,34.792
E02000698,31.986,56.608,33.385,2.158,32.779
E02000699,32.426,58.368,34.419,2.675,33.722
E02000700,32.409,68.992,34.594,3.169,33.706
E02000701,33.222,70.999,35.746,4.569,34.32
E02000702,32.239,68.378,34.303,3.302,33.427
E02000703,32.332,80.525,34.295,3.461,33.38
E02000704,31.596,69.138,34.247,3.436,33.276
E02000705,32.533,80.276,33.883,2.368,33.322
E02000706,32.392,65.944,34.225,3.142,33.422
E02000707,31.796,63.802,33.471,2.862,32.786
E02000708,30.764,61.531,33.229,3.586,32.24
E02000709,30.93,88.405,32.289,1.969,31.948
E02000710,31.157,105.658,33.723,3.95,32.622
E02000711,31.647,94.791,34.788,5.435,33.108
E02000712,31.027,56.672,32.67,2.274,32.1
E02000713,30.351,55.066,31.808,1.814,31.42
E02000714,34.128,60.5,36.335,2.658,35.605
E02000715,34.032,80.71,36.83,5.893,35.081
E02000716,32.883,106.158,34.865,3.318,34.217
E02000717,34.081,107.331,36.944,6.57,35.268
E02000718,33.813,105.614,37.094,5.612,35.171
E02000719,34.833,69.301,36.757,2.928,35.995
E02000720,33.657,70.546,36.295,3.692,35.434
E02000721,35.154,78.792,37.855,4.589,36.429
E02000722,35.614,72.384,38.47,4.308,37.288
E02000723,33.828,76.983,35.718,3.952,34.876
E02000724,34.086,64.181,35.162,2.328,34.724
E02000725,36.554,127.346,41.262,7.737,38.958
E02000727,34.917,55.628,36.955,3.161,36.013
E02000728,33.818,63.695,36.35,4.6,34.989
E02000729,35.147,59.733,36.746,2.862,35.935
E02000730,35.084,56.755,36.753,2.828,35.934
E02000731,34.637,97.698,37.816,6.765,35.931
E02000732,34.646,75.061,35.615,2.56,35.202
E02000733,35.985,71.721,38.798,4.2,37.598
E02000734,35.795,66.289,38.329,4.375,37.044
E02000735,34.946,87.344,36.327,3.598,35.715
E02000736,34.216,158.701,39.186,9.507,35.901
E02000737,34.242,72.246,36.034,3.449,35.183
E02000738,34.793,80.863,36.002,3.895,35.381
E02000739,35.903,76.46,38.524,4.356,37.221
E02000740,35.788,59.048,37.316,2.073,36.91
E02000741,35.319,104.394,37.374,5.061,36.405
E02000742,34.809,91.987,38.35,5.68,36.698
E02000743,36.13,88.022,40.282,6.735,38.19
E02000744,36.397,101.215,41.796,9.206,38.748
E02000745,35.427,113.192,40.803,9.456,37.753
E02000746,31.344,112.751,35.852,5.195,34.737
E02000747,35.987,106.597,40.065,5.921,38.333
E02000748,35.17,59.5,37.096,2.563,36.382
E02000749,35.422,104.898,38.039,4.806,36.99
E02006995,36.302,92.668,38.736,5.742,37.412
E02006996,36.401,110.049,38.446,4.636,37.229
E02006997,36.483,86.624,38.584,3.932,37.535
E02006998,33.369,62.354,36.352,2.305,35.99
E02006999,35.596,69.398,37.584,3.691,36.565
E02000751,28.771,94.152,31.519,3.287,30.654
E02000752,25.234,51.716,27.137,2.171,26.708
E02000753,27.105,39.898,28.319,1.039,28.158
E02000754,28.991,54.441,31.597,2.076,31.32
E02000755,29.895,58.674,33.836,4.46,32.416
E02000756,27.673,64.77,30.059,2.43,29.741
E02000757,32.158,79.464,36.862,6.652,34.621
E02000758,30.131,62.227,31.8,2.157,31.397
E02000759,31.554,125.943,38.342,8.777,35.506
E02000760,29.663,59.832,31.451,2.451,30.956
E02000762,30.874,66.8,34.024,4.308,32.974
E02000763,26.807,82.829,29.134,2.977,28.603
E02000764,33.044,91.274,35.996,4.359,34.837
E02000765,31.016,66.593,33.966,4.437,32.582
E02000767,30.717,70.606,33.273,4.067,32.069
E02000768,32.995,133.4,38.171,9.655,34.838
E02000770,29.839,100.303,33.147,5.41,31.927
E02000772,29.776,61.172,31.599,3.442,30.629
E02000773,31.217,73.52,34.365,4.957,32.919
E02000774,30.089,60.664,31.924,2.782,31.221
E02000776,31.97,63.87,33.468,2.519,32.841
E02000777,32.835,75.477,34.521,2.568,33.976
E02000779,32.894,65.651,36.553,4.842,35.002
E02000781,31.005,57.108,32.496,2.307,32.045
E02000782,32.998,124.301,39.213,8.876,36.169
E02000783,32.112,60.249,34.287,2.772,33.826
E02006800,30.048,65.33,32.21,2.805,31.545
E02006924,31.842,114.365,36.339,6.287,34.428
E02006925,31.311,122.986,35.144,5.222,33.762
E02007017,29.169,61.73,31.302,3.634,30.381
E02007018,29.597,57.704,31.317,2.795,30.536
E02007019,31.915,99.227,36.358,5.651,34.743
E02007020,32.189,60.562,33.719,2.902,32.956
E02000784,35.155,92.3,37.456,3.877,36.543
E02000785,32.846,119.872,34.76,3.959,33.691
E02000786,34.558,89.943,37.126,4.597,35.762
E02000787,33.717,86.061,36.17,4.327,34.949
E02000788,32.908,94.667,35.716,5.184,34.677
E02000789,32.027,59.65,33.856,2.7,33.08
E02000790,32.826,82.451,35.81,5.211,34.208
E02000791,32.791,74.596,36.16,4.802,34.601
E02000792,31.981,73.019,34.069,3.252,33.477
E02000793,31.753,48.598,33.157,1.622,32.784
E02000794,31.842,81.54,35.021,4.65,33.695
E02000795,31.157,62.246,32.466,1.871,32.037
E02000796,30.954,68.21,33.051,3.314,32.138
E02000797,31.789,78.58,34.22,4.226,33.076
E02000798,30.511,67.861,32.765,3.022,32.079
E02000799,30.916,169.439,32.605,3.528,31.941
E02000800,30.647,42.994,31.721,0.999,31.638
E02000801,30.786,145.855,32.547,3.547,31.75
E02000802,29.573,56.219,31.814,2.743,31.294
E02000803,29.186,66.277,31.08,2.325,30.499
E02000804,29.263,59.029,30.471,1.761,29.916
E02000805,29.579,76.351,31.464,2.416,31.059
E02000806,28.327,65.104,30.229,2.662,29.644
E02000807,38.167,78.506,40.759,3.482,39.903
E02000808,44.052,250.323,49.481,10.532,46.833
E02000810,40.104,76.257,43.446,3.961,42.377
E02000812,41.511,82.822,46.004,5.16,44.636
E02000813,38.957,89.443,42.728,5.364,41.066
E02000814,38.043,79.067,39.481,2.433,38.881
E02000815,43.468,172.321,49.004,9.239,46.145
E02000816,39.289,67.445,41.832,3.43,40.872
E02000817,38.24,81.864,41.304,4.717,39.99
E02000818,41.114,83.3,45.423,6.022,43.499
E02000819,39.834,79.459,43.52,5.127,41.86
E02000820,40.897,93.56,44.781,5.74,43.306
E02000821,39.094,78.93,42.193,4.597,41.011
E02000822,39.22,64.681,42.133,2.702,41.644
E02000823,40.001,78.293,43.131,4.926,41.648
E02000824,38.081,76.1,40.736,4.527,39.384
E02000825,38.712,87.045,40.442,3.065,39.627
E02000826,38.945,76.742,40.837,2.766,40.168
E02000827,39.247,102.798,43.478,6.393,41.417
E02000828,38.05,84.846,41.979,6.301,39.85
E02000829,36.731,79.174,39.9,4.924,38.681
E02000830,36.824,86.374,40.365,4.892,39.161
E02000831,36.865,80.981,39.215,3.809,38.274
E02000832,35.415,63.177,38.048,2.722,37.414
E02000833,36.195,82.916,38.174,2.856,37.495
E02000834,35.086,91.913,37.944,4.079,36.927
E02000835,34.435,59.861,35.752,1.77,35.447
E02000836,35.602,62.105,37.799,3.251,36.888
E02000837,34.642,83.572,37.26,3.552,36.359
E02000838,34.41,79.436,36.65,3.829,35.611
E02000839,33.591,72.624,35.333,2.94,34.526
E02006802,43.791,134.382,49.381,10.197,46.088
E02006941,41.349,96.171,47.613,7.491,45.422
E02006942,42.472,105.637,46.891,7.854,44.379
E02000840,31.034,53.708,32.321,1.907,31.817
E02000841,30.745,66.647,32.948,3.406,31.879
E02000842,30.734,78.027,32.635,3.638,31.641
E02000843,30.455,43.578,31.709,1.632,31.286
E02000844,30.73,49.394,32.147,2.103,31.616
E02000845,29.307,95.178,30.803,3.538,30.53
E02000846,30.306,63.935,32.248,2.904,31.431
E02000847,29.367,91.66,31.208,3.392,30.662
E02000848,30.164,85.111,32.077,3.423,31.301
E02000849,30.044,67.022,31.866,3.221,31.021
E02000850,30.016,59.278,31.588,2.189,31.133
E02000851,30.269,72.125,31.861,3.129,30.979
E02000852,30.224,51.708,31.307,2.062,30.788
E02000853,30.017,71.756,31.873,3.588,30.916
E02000854,29.65,59.727,31.727,3.059,30.889
E02000855,28.172,62.582,30.813,3.032,30.186
E02000856,28.965,78.346,31.035,3.361,30.45
E02000857,29.105,57.643,30.948,2.921,30.264
E02000858,29.08,61.318,30.735,2.628,30.093
E02000859,28.408,65.122,30.392,3.116,29.737
E02000860,28.662,51.308,30.182,1.833,29.86
E02000861,27.773,51.188,29.375,1.537,29.111
E02000863,26.717,56.283,28.427,1.821,28.125
E02006836,26.94,50.557,28.657,1.841,28.346
E02000864,37.39,95.757,40.606,5.871,39.058
E02000865,39.389,85.522,42.866,5.25,41.494
E02000866,37.66,79.916,40.921,4.556,39.618
E02000867,37.878,114.47,43.272,8.813,40.158
E02000868,40.173,77.149,43.492,4.614,42.199
E02000869,41.673,74.12,44.845,4.345,43.734
E02000870,39.141,88.654,42.207,4.536,41.04
E02000871,38.12,113.458,43.596,8.484,40.478
E02000872,41.855,68.084,44.305,3.489,43.245
E02000873,38.864,133.684,41.446,6.61,39.958
E02000874,40.376,85.038,43.03,4.548,41.709
E02000875,38.294,97.318,40.444,3.838,39.46
E02000876,40.439,85.781,43.802,5.295,42.269
E02000877,38.493,91.396,41.729,4.829,40.25
E02000878,42.019,204.887,47.07,14.461,44.213
E02000879,39.907,73.522,41.959,4.445,40.917
E02000880,40.462,76.628,43.678,4.517,42.49
E02000881,37.395,102.211,42.507,7.789,40.113
E02000882,39.196,81.626,41.235,3.21,40.462
E02000883,38.954,100.306,43.161,7.77,40.755
E02000884,42.469,146.217,48.169,9.563,45.114
E02000885,41.162,70.664,43.961,3.69,42.866
E02000886,40.11,121.365,45.403,7.802,42.693
E02000887,39.279,74.518,42.992,4.688,41.552
E02000888,41.507,133.563,48.796,10.199,45.072
E02000889,40.977,142.282,46.946,10.376,44.365
E02000890,40.725,135.375,46.891,10.824,44.519
E02000893,36.469,53.245,37.847,2.094,37.394
E02000894,36.833,52.825,38.422,2.179,37.933
E02006853,36.938,54.248,38.281,1.568,37.978
E02006854,37.387,102.356,42.624,8.388,39.654
E02007112,38.238,100.729,45.041,8.892,42.231
E02007113,37.444,115.743,46.081,10.596,42.953
E02007114,36.895,56.35,38.965,2.661,38.163
E02000895,28.26,69.442,30.955,2.859,30.413
E02000896,27.461,64.519,29.662,2.324,29.172
E02000897,29.317,55.661,31.421,2.207,31.049
E02000898,30.205,52.699,31.974,2.173,31.513
E02000899,30.832,60.699,33.315,2.988,32.681
E02000900,31.865,112.69,36.606,8.129,34.176
E02000901,30.808,81.979,33.346,3.696,32.359
E02000902,32.116,139.529,36.61,7.564,34.207
E02000903,32.684,100.579,35.156,6.082,33.895
E02000904,31.802,94.759,36.575,6.384,34.537
E02000905,33.33,62.79,35.348,3.282,34.493
E02000906,33.515,54.17,35.306,2.728,34.654
E02000907,33.381,81.669,35.227,3.113,34.443
E02000908,33.387,64.854,34.949,2.748,34.29
E02000909,33.123,99.468,35.525,3.727,34.613
E02000910,34.051,87.756,37.055,5.194,35.556
E02000911,34.031,71.28,36.202,3.7,35.094
E02000912,33.794,61.622,34.639,1.348,34.433
E02000913,34.054,106.522,36.304,4.343,35.227
E02000914,34.304,86.969,37.571,5.057,36.179
E02000915,33.654,102.79,37.366,6.486,35.467
E02000916,34.061,86.159,36.338,4.015,35.353
E02000917,35.069,73.136,36.95,3.69,35.851
E02000918,34.179,105.17,39.848,9.317,36.91
E02000919,35.36,88.771,40.067,7.446,37.281
E02000920,35.073,92.023,38.961,6.385,37.0
E02000921,35.631,88.731,39.002,6.243,37.217
E02000922,34.938,56.259,36.884,2.53,36.127
E02000923,38.958,76.336,41.601,3.87,40.522
E02000925,38.858,82.637,42.253,4.956,40.795
E02000926,38.077,83.005,41.065,4.482,39.816
E02000927,38.553,71.189,40.558,3.934,39.517
E02000928,35.143,65.373,36.959,3.145,36.176
E02000929,38.128,83.987,42.194,6.695,39.915
E02000930,38.134,78.043,41.014,4.668,39.623
E02000931,37.026,77.556,40.113,4.591,38.934
E02000932,36.211,104.959,40.567,6.847,38.204
E02000933,34.423,80.833,36.915,4.196,35.782
E02000934,38.035,80.345,42.613,6.566,40.243
E02000935,33.015,65.858,34.787,3.002,34.054
E02000936,34.81,72.237,37.551,3.929,36.447
E02000937,35.583,70.562,38.123,3.535,37.195
E02000938,33.838,82.466,35.81,3.671,34.874
E02000939,36.063,59.008,38.051,2.456,37.427
E02000940,35.681,86.517,39.04,4.726,37.667
E02000941,35.392,74.805,38.749,3.803,37.649
E02000942,34.138,78.442,36.856,3.64,35.956
E02000943,36.042,71.271,38.547,3.894,37.372
E02000944,34.27,64.338,36.085,2.843,35.354
E02000945,32.013,79.068,35.24,5.486,33.728
E02000946,34.529,68.423,37.141,3.568,36.078
E02000947,33.785,64.989,36.472,3.059,35.702
E02000948,34.646,62.916,36.697,3.099,35.782
E02000949,34.27,77.76,36.583,3.143,35.891
E02000950,33.478,53.868,34.617,1.653,34.267
E02000951,35.156,68.172,38.044,4.588,36.606
E02000952,34.96,56.964,36.86,3.022,36.068
E02000953,34.228,64.842,36.467,3.596,35.475
E02000954,34.534,63.179,36.158,2.788,35.501
E02000955,34.294,64.922,35.687,2.449,35.186
E02000956,33.771,67.247,36.106,3.474,35.264
E02000957,34.065,90.022,37.229,4.886,35.717
E02000958,33.867,57.973,35.212,1.923,34.745
E02000959,33.597,55.702,35.801,2.864,34.993
E02007083,39.602,95.86,42.957,5.351,41.388
E02007084,38.851,100.617,41.307,4.209,40.136
E02000960,40.472,109.786,42.686,4.964,41.472
E02000961,39.691,69.902,42.046,3.599,41.06
E02000962,41.171,100.441,46.317,7.179,43.664
E02000963,38.938,86.564,41.334,4.621,39.98
E02000964,39.126,92.325,43.062,5.139,41.383
E02000965,39.661,79.83,41.659,3.314,40.783
E02000966,40.063,76.8,44.464,4.675,43.251
E02000967,40.829,155.654,45.923,8.823,43.527
E02000968,43.039,139.027,49.118,11.22,45.413
E02000969,41.191,96.294,46.87,7.552,44.096
E02000970,45.256,210.557,52.533,12.603,48.154
E02000971,44.156,186.025,52.924,17.041,46.819
E02000972,46.054,174.779,51.749,12.692,48.086
E02000973,40.696,84.524,45.642,6.676,43.017
E02000974,44.284,308.366,51.579,15.55,46.657
E02000975,42.42,431.67,50.034,14.288,47.178
E02000976,41.379,91.014,45.151,5.402,43.57
E02000977,45.541,217.552,53.583,15.475,48.674
E02000978,40.763,197.591,46.676,9.156,44.311
E02000979,43.811,298.194,51.55,16.752,46.856
E02000980,43.099,133.565,48.066,9.133,44.995
E02000981,43.082,120.402,46.316,6.132,44.602
E02000982,42.719,176.144,48.556,12.635,44.607
E02000983,42.826,114.239,47.802,9.455,44.07
