MSOA21CD,PM10d-2019-min,PM10d-2019-max,PM10d-2019-mean,PM10d-2019-std,PM10d-2019-median
E02000492,1.874,76.71,2.736,1.738,2.335
E02000493,2.277,23.558,2.947,0.846,2.843
E02000494,1.729,23.834,2.124,0.761,1.996
E02000495,1.973,22.104,2.551,1.153,2.331
E02000496,1.53,8.221,1.813,0.269,1.755
E02000497,2.114,27.994,2.808,1.025,2.673
E02000498,1.864,11.758,2.342,0.584,2.273
E02000499,2.612,9.331,3.097,0.59,2.998
E02000500,2.12,30.552,2.976,1.356,2.778
E02000501,2.787,11.048,3.292,0.475,3.18
E02000502,2.311,56.336,3.478,2.485,2.934
E02000503,2.919,20.576,4.064,1.518,3.698
E02000504,2.106,29.96,2.931,1.451,2.686
E02000506,1.853,114.54,3.302,3.704,2.727
E02000507,2.764,80.725,4.075,4.269,3.086
E02000508,2.451,29.64,3.24,1.686,2.851
E02000509,2.253,31.281,3.107,1.614,2.73
E02000510,2.595,38.504,3.401,1.752,2.998
E02000511,2.919,16.62,3.316,0.656,3.228
E02000512,2.769,28.541,3.536,1.479,3.228
E02000513,3.148,8.772,3.533,0.55,3.422
E02000514,3.148,42.592,3.696,1.456,3.424
E02000515,2.277,17.688,2.841,1.049,2.674
E02000516,3.344,51.782,3.946,1.604,3.551
E02000517,3.263,37.804,4.253,2.1,3.648
E02000518,2.795,25.507,4.348,1.755,3.991
E02000519,3.324,27.513,4.408,2.255,3.86
E02000520,3.296,50.739,4.291,2.189,3.925
E02000521,3.122,68.186,4.524,4.074,3.587
E02000522,2.486,36.098,3.46,1.957,3.068
E02000523,3.354,63.408,5.137,3.614,4.252
E02000524,2.473,177.441,4.143,4.094,3.356
E02000525,3.111,47.111,4.574,3.924,3.6
E02006796,3.148,94.981,7.975,7.751,5.475
E02000526,4.736,172.149,10.319,18.865,6.044
E02000529,3.489,38.205,4.642,2.214,3.976
E02000530,3.578,86.12,5.478,5.515,4.127
E02000531,3.454,103.252,6.585,6.608,5.215
E02000532,3.745,115.529,5.909,8.501,4.361
E02000533,3.786,116.056,5.967,7.494,4.512
E02000534,3.306,71.671,4.968,3.442,4.003
E02000535,3.532,65.492,4.833,3.693,3.938
E02000536,3.401,57.798,4.467,2.907,3.812
E02000537,3.303,80.733,4.137,2.439,3.72
E02000538,3.402,84.241,4.883,3.632,4.072
E02000539,3.354,40.09,4.526,1.98,4.009
E02000540,3.571,25.537,4.322,1.719,3.947
E02000541,3.452,50.733,4.327,2.2,3.878
E02000542,3.476,49.408,4.458,2.042,3.931
E02000543,3.251,46.626,4.398,2.342,3.931
E02000544,3.298,6.943,3.697,0.354,3.621
E02000545,3.339,33.156,3.925,1.193,3.711
E02000546,2.919,20.786,3.507,0.958,3.358
E02000547,3.563,38.108,4.635,1.574,4.283
E02000548,2.473,30.055,4.294,1.744,3.853
E02000549,2.779,50.222,3.767,1.853,3.411
E02000550,3.105,15.26,4.333,1.146,3.932
E02000551,2.736,45.376,3.665,2.594,3.065
E02000552,2.45,10.87,3.153,0.666,3.026
E02000553,2.381,24.084,3.252,1.718,2.861
E02006792,5.017,125.637,8.284,9.984,5.813
E02006972,5.313,117.603,9.508,10.302,7.287
E02006973,3.837,131.107,8.19,14.047,5.721
E02000554,4.323,37.986,5.169,1.758,4.757
E02000555,4.367,33.123,5.528,2.229,4.952
E02000556,4.547,35.16,5.25,1.579,4.991
E02000557,4.833,29.165,6.245,2.666,5.439
E02000558,4.751,66.503,6.547,4.055,5.583
E02000559,4.942,55.215,5.761,2.419,5.257
E02000560,5.072,42.255,7.015,3.245,6.028
E02000561,5.037,29.041,5.441,1.119,5.228
E02000562,4.942,22.264,5.702,1.411,5.332
E02000563,5.122,48.786,6.641,3.815,5.76
E02000564,5.176,94.54,6.811,4.84,5.885
E02000565,5.082,28.074,6.068,1.616,5.664
E02000566,5.151,53.471,6.903,3.744,6.28
E02000567,5.246,39.321,6.767,2.259,6.179
E02000568,5.719,30.747,7.361,1.942,6.722
E02000569,5.724,46.313,7.911,4.061,6.972
E02000570,6.504,36.668,8.454,2.004,7.945
E02000571,6.144,42.264,7.704,2.858,7.02
E02000572,8.304,82.708,13.106,4.961,12.065
E02000573,7.016,170.029,10.346,9.593,8.435
E02000574,8.661,149.827,13.541,11.15,10.477
E02000575,8.327,148.484,11.468,8.559,9.552
E02000576,8.39,160.378,12.069,11.347,9.88
E02000577,4.731,98.25,6.738,6.705,5.584
E02000578,4.85,20.946,5.815,1.182,5.598
E02000579,5.199,113.041,9.828,8.793,7.008
E02000580,5.885,81.832,8.201,7.13,6.623
E02000581,5.992,167.633,8.42,8.601,6.96
E02000582,5.908,43.454,7.226,3.008,6.448
E02000583,5.686,89.386,7.669,5.434,6.26
E02000584,5.429,143.3,7.583,10.009,6.093
E02000585,5.399,166.679,7.793,9.97,5.901
E02000586,5.653,169.768,7.402,10.115,6.074
E02000587,5.424,147.189,8.133,12.228,5.913
E02000588,6.189,162.11,9.851,14.952,6.644
E02000589,5.71,156.951,9.734,16.305,5.971
E02000590,6.096,162.225,8.736,10.718,6.529
E02000591,5.544,164.52,11.943,16.839,6.145
E02000592,5.843,120.658,8.676,10.139,6.384
E02000593,5.757,134.664,8.653,9.423,6.09
E02000594,5.924,128.038,8.708,8.143,6.628
E02000595,5.945,137.647,7.898,6.866,6.26
E02000596,5.932,103.877,7.51,6.53,6.161
E02000597,5.219,145.647,8.951,10.692,6.133
E02000598,2.783,17.17,3.373,0.984,3.22
E02000599,2.91,85.861,3.712,2.022,3.197
E02000600,2.962,20.664,3.798,1.369,3.449
E02000601,2.945,16.545,3.552,0.992,3.363
E02000602,2.895,89.46,4.477,4.257,3.573
E02000603,2.861,20.232,3.408,1.27,3.162
E02000604,3.095,87.543,3.755,2.544,3.393
E02000605,2.815,18.342,3.266,0.888,3.134
E02000606,2.724,42.975,4.17,3.005,3.379
E02000607,2.761,4.33,2.956,0.168,2.896
E02000608,2.571,18.179,3.338,1.332,3.017
E02000609,2.836,109.093,4.664,5.318,3.407
E02000610,2.546,27.953,3.222,1.292,2.97
E02000611,2.761,30.116,3.535,2.614,2.959
E02000612,2.775,92.079,4.001,3.466,3.513
E02000613,2.599,57.556,3.921,3.021,3.283
E02000614,2.406,32.749,3.985,3.213,3.209
E02000615,2.437,92.769,3.9,4.04,3.017
E02000616,2.052,7.508,2.512,0.372,2.495
E02000617,1.762,18.627,2.217,0.892,2.019
E02000619,6.197,66.052,7.932,4.099,6.971
E02000620,6.158,114.26,8.399,6.185,6.796
E02000621,5.526,119.386,9.395,8.567,6.961
E02000622,4.855,86.662,7.528,5.171,6.283
E02000623,5.144,32.526,6.74,2.832,6.082
E02000624,5.02,39.39,6.57,3.554,5.692
E02000625,4.989,45.751,6.388,3.278,5.494
E02000626,4.756,17.89,5.166,0.659,5.014
E02000627,4.732,27.922,5.753,2.074,5.317
E02000628,4.957,63.583,6.493,4.551,5.495
E02000629,4.894,39.735,6.081,3.555,5.243
E02000630,4.868,76.43,6.426,3.881,5.482
E02000631,4.356,31.393,5.085,1.537,4.71
E02000632,4.507,66.886,5.585,3.25,4.996
E02000633,4.569,81.098,6.636,5.402,5.271
E02000634,4.393,80.29,6.43,4.585,5.262
E02000635,3.969,27.924,4.857,1.553,4.569
E02000636,4.392,61.075,5.419,3.16,4.772
E02000637,4.121,58.517,5.36,4.19,4.594
E02000638,4.318,63.821,5.659,4.295,4.661
E02000639,4.237,46.137,5.873,4.054,4.768
E02000640,3.987,66.518,4.843,2.531,4.369
E02000641,3.927,34.345,4.882,2.051,4.365
E02000642,3.753,77.276,4.878,2.96,4.248
E02000643,3.838,42.176,5.13,3.491,4.345
E02000644,3.761,22.684,4.167,0.983,3.984
E02000645,3.629,44.076,4.498,2.269,4.006
E02000646,3.715,80.915,5.126,4.749,4.118
E02000647,3.686,14.19,4.044,0.743,3.866
E02000648,3.601,22.945,4.256,1.487,3.882
E02000649,3.69,147.752,5.392,6.398,4.122
E02000650,3.543,21.743,4.052,1.175,3.76
E02000651,3.569,89.952,4.666,4.102,3.886
E02000652,3.634,19.911,4.197,1.267,3.92
E02006801,7.174,175.057,11.917,12.986,9.037
E02000653,4.589,33.91,5.346,1.962,4.98
E02000654,4.517,62.993,5.742,3.881,4.921
E02000655,4.476,121.85,5.526,5.527,4.765
E02000657,4.181,75.123,5.819,4.12,4.834
E02000658,4.193,105.496,5.732,5.525,4.7
E02000659,3.917,122.187,4.854,3.43,4.351
E02000660,3.979,34.515,4.826,1.782,4.462
E02000661,3.909,91.974,5.41,4.974,4.368
E02000662,3.797,25.91,4.431,0.935,4.238
E02000663,3.826,35.71,4.417,1.967,4.074
E02000665,3.532,29.367,4.249,1.879,3.866
E02000666,3.597,16.712,4.22,1.041,3.988
E02000667,3.561,16.05,4.19,1.133,3.949
E02000668,3.485,58.608,4.375,2.865,3.752
E02000669,3.563,36.526,4.285,2.129,3.863
E02000670,3.579,39.279,4.633,2.583,3.996
E02000671,3.562,21.692,4.218,1.472,3.848
E02000672,3.538,75.332,4.854,4.156,3.928
E02000673,3.589,26.765,4.298,1.715,3.868
E02000674,3.323,28.253,3.827,1.287,3.574
E02000675,3.09,60.058,3.943,2.387,3.452
E02000676,3.614,22.722,4.159,1.552,3.809
E02000677,3.315,33.435,3.95,1.936,3.588
E02000678,3.148,32.466,3.454,0.903,3.314
E02000679,3.476,19.271,3.951,0.956,3.724
E02000680,3.506,20.491,4.193,1.381,3.836
E02000681,3.34,24.418,3.823,1.249,3.544
E02000682,3.206,34.373,3.808,1.888,3.465
E02000683,2.717,12.139,3.268,0.783,3.121
E02000685,3.437,32.724,4.121,1.733,3.711
E02000686,2.865,26.4,3.549,1.235,3.355
E02000687,3.417,28.52,4.18,1.771,3.757
E02006783,3.081,12.961,3.469,0.763,3.27
E02006784,2.849,70.454,3.654,2.348,3.251
E02006798,4.5,116.168,6.03,5.685,5.026
E02007008,4.01,64.437,6.587,6.784,4.783
E02007009,3.658,59.232,5.203,3.946,4.292
E02000689,3.378,32.23,4.085,1.403,3.847
E02000690,2.969,14.144,3.338,0.607,3.202
E02000691,3.614,18.877,4.345,1.372,3.989
E02000692,3.433,29.981,4.044,1.29,3.747
E02000693,3.56,36.376,4.468,2.263,3.911
E02000694,3.709,34.447,4.606,2.337,4.033
E02000695,3.588,21.94,4.145,1.437,3.871
E02000696,3.485,23.452,4.078,1.61,3.709
E02000697,3.351,34.9,4.344,2.015,3.868
E02000698,3.135,27.404,3.871,1.299,3.574
E02000699,3.325,29.31,4.112,1.611,3.764
E02000700,3.261,41.845,4.057,2.006,3.616
E02000701,3.51,80.266,4.865,3.909,3.934
E02000702,3.357,34.666,4.082,1.668,3.737
E02000703,3.312,45.25,3.992,2.278,3.564
E02000704,3.349,52.274,4.787,3.002,4.04
E02000705,3.446,15.168,4.006,0.773,3.832
E02000706,3.281,62.057,4.161,3.123,3.609
E02000707,3.384,22.858,3.762,1.176,3.553
E02000708,3.473,38.877,4.948,2.811,4.376
E02000709,3.155,14.882,3.682,0.687,3.515
E02000710,3.173,68.753,4.087,2.478,3.505
E02000711,3.185,65.958,4.49,3.239,3.625
E02000712,3.055,34.147,3.625,1.21,3.354
E02000713,3.032,30.15,3.738,0.976,3.567
E02000714,3.897,19.698,4.608,1.118,4.362
E02000715,3.86,64.35,5.042,4.462,4.149
E02000716,3.468,52.876,4.155,2.133,3.862
E02000717,3.87,60.371,5.134,4.893,4.183
E02000718,3.867,75.969,6.103,6.452,4.286
E02000719,4.237,13.488,4.775,0.622,4.634
E02000720,3.75,33.078,4.632,1.964,4.313
E02000721,4.295,38.153,5.324,2.679,4.669
E02000722,4.611,29.582,5.659,2.272,5.157
E02000723,3.978,36.138,4.536,1.654,4.25
E02000724,4.037,14.424,4.367,0.717,4.222
E02000725,5.167,121.628,7.811,5.779,6.459
E02000727,4.297,13.324,4.93,1.017,4.647
E02000728,3.999,44.612,5.736,5.383,4.466
E02000729,4.471,16.499,5.004,1.082,4.725
E02000730,4.369,12.841,4.843,0.827,4.613
E02000731,4.398,132.086,5.882,6.965,4.883
E02000732,4.494,50.891,5.057,2.588,4.775
E02000733,4.782,42.559,5.916,2.365,5.38
E02000734,4.681,34.557,5.735,2.379,5.123
E02000735,4.52,105.79,5.506,4.929,4.92
E02000736,4.512,120.319,8.862,12.044,5.295
E02000737,4.522,37.591,5.367,2.209,4.996
E02000738,4.767,49.871,6.125,4.924,5.452
E02000739,4.949,34.3,6.191,2.548,5.572
E02000740,4.763,19.806,5.329,0.929,5.147
E02000741,5.147,80.339,6.919,4.147,6.348
E02000742,5.059,155.482,9.048,12.646,6.607
E02000743,5.017,177.031,10.97,19.737,6.191
E02000744,5.405,153.738,12.376,18.932,6.975
E02000745,5.631,156.693,10.116,14.263,6.658
E02000746,3.527,124.866,5.872,5.681,4.788
E02000747,5.399,176.586,8.788,13.079,6.437
E02000748,5.706,31.002,9.438,3.311,8.508
E02000749,5.52,111.164,7.871,6.39,6.71
E02006995,5.027,79.029,6.547,5.879,5.594
E02006996,4.798,97.007,6.829,3.654,6.415
E02006997,4.92,132.071,6.238,4.113,5.494
E02006998,4.202,27.036,9.889,4.318,8.882
E02006999,5.676,39.114,7.606,3.145,6.684
E02000751,2.578,45.933,3.424,1.857,3.05
E02000752,1.93,23.465,2.428,0.841,2.315
E02000753,2.343,7.222,2.609,0.381,2.535
E02000754,2.606,18.934,3.256,0.816,3.161
E02000755,2.808,39.269,4.586,3.094,3.585
E02000756,2.414,18.17,2.939,0.822,2.796
E02000757,3.374,113.712,6.174,7.052,4.266
E02000758,2.863,17.882,3.264,0.632,3.149
E02000759,3.179,106.725,5.741,5.297,4.214
E02000760,2.798,14.221,3.242,0.747,3.085
E02000762,3.037,23.051,4.021,1.73,3.564
E02000763,2.262,63.478,2.848,1.357,2.627
E02000764,3.509,100.045,4.532,2.546,4.01
E02000765,3.083,25.877,3.961,1.773,3.482
E02000767,3.082,70.632,3.924,2.353,3.427
E02000768,3.421,122.703,6.91,11.369,4.005
E02000770,3.178,25.954,3.887,1.957,3.48
E02000772,3.152,21.965,3.797,1.498,3.419
E02000773,3.329,58.0,4.322,2.828,3.688
E02000774,3.207,16.479,3.71,1.121,3.448
E02000776,3.33,23.397,3.893,1.236,3.628
E02000777,3.412,31.904,3.993,1.255,3.773
E02000779,3.607,34.978,5.144,3.627,4.196
E02000781,3.299,26.885,3.876,1.1,3.682
E02000782,3.767,136.849,7.955,10.17,4.992
E02000783,3.688,12.725,4.28,0.871,4.137
E02006800,3.069,19.06,3.738,1.213,3.477
E02006924,3.282,108.297,5.252,5.175,3.905
E02006925,3.1,88.76,4.536,4.152,3.7
E02007017,2.848,20.875,3.52,1.325,3.278
E02007018,2.985,16.879,3.587,1.265,3.273
E02007019,3.546,109.74,6.217,7.51,4.481
E02007020,3.609,33.762,4.444,3.036,3.805
E02000784,3.993,22.326,4.705,1.176,4.308
E02000785,3.356,58.709,4.134,2.269,3.701
E02000786,3.806,33.58,4.823,2.603,4.145
E02000787,3.569,102.393,4.682,3.553,3.979
E02000788,3.242,64.46,4.322,2.842,3.831
E02000789,2.983,26.527,3.499,0.918,3.259
E02000790,3.456,41.392,4.632,3.068,3.852
E02000791,3.171,50.522,4.245,2.178,3.716
E02000792,3.036,24.38,3.81,1.445,3.599
E02000793,3.069,19.637,3.519,0.632,3.382
E02000794,3.303,46.025,5.036,3.37,4.349
E02000795,2.812,20.96,3.093,0.57,2.985
E02000796,2.856,26.938,3.565,1.6,3.205
E02000797,3.106,63.813,4.801,2.935,4.283
E02000798,2.753,30.213,3.557,1.509,3.292
E02000799,2.915,19.995,3.59,1.201,3.262
E02000800,2.771,5.465,3.014,0.182,2.993
E02000801,2.827,11.323,3.277,0.736,3.083
E02000802,2.587,12.371,3.156,0.946,2.961
E02000803,2.396,25.707,2.873,0.872,2.71
E02000804,2.432,15.358,2.794,0.575,2.618
E02000805,2.516,36.663,3.104,1.215,2.911
E02000806,2.22,37.249,2.815,1.51,2.573
E02000807,5.216,31.011,6.103,1.79,5.808
E02000808,6.588,158.512,9.8,8.534,8.203
E02000810,5.372,93.81,7.137,4.221,6.271
E02000812,6.236,67.394,8.304,4.749,7.098
E02000813,5.269,48.49,7.679,4.011,6.573
E02000814,4.863,23.607,5.64,1.103,5.441
E02000815,6.524,83.863,9.806,8.269,7.542
E02000816,5.147,30.144,6.101,1.636,5.687
E02000817,4.726,33.902,5.888,2.217,5.481
E02000818,5.586,70.846,8.005,5.94,6.587
E02000819,5.444,86.849,7.843,6.232,6.354
E02000820,5.459,116.556,7.674,7.243,6.321
E02000821,4.939,86.848,6.719,5.492,5.837
E02000822,4.987,17.408,5.838,0.881,5.728
E02000823,5.062,46.003,6.354,3.409,5.631
E02000824,4.728,79.425,6.099,4.577,5.14
E02000825,4.759,41.406,5.413,1.588,5.091
E02000826,4.883,44.818,5.599,1.865,5.256
E02000827,4.867,61.502,6.784,4.405,5.621
E02000828,4.769,56.512,6.496,4.663,5.315
E02000829,4.4,53.174,5.68,3.526,4.94
E02000830,4.519,45.588,5.602,2.984,4.955
E02000831,4.497,41.472,5.235,2.155,4.755
E02000832,3.893,19.351,4.978,1.578,4.616
E02000833,4.265,24.58,4.953,1.277,4.668
E02000834,3.838,35.528,4.939,2.174,4.488
E02000835,3.688,18.303,4.039,0.677,3.935
E02000836,3.984,18.952,4.843,1.43,4.5
E02000837,3.707,36.375,4.479,1.452,4.159
E02000838,3.596,33.992,4.498,1.936,4.033
E02000839,3.429,31.156,3.947,1.362,3.651
E02006802,6.855,165.112,10.291,9.961,8.115
E02006941,5.864,44.884,8.083,3.564,7.284
E02006942,6.309,102.001,8.713,7.24,6.875
E02000840,3.103,28.182,3.526,0.993,3.322
E02000841,2.936,22.939,3.649,1.468,3.24
E02000842,2.946,31.365,3.613,1.741,3.202
E02000843,3.059,26.832,3.75,1.709,3.389
E02000844,2.939,11.866,3.437,0.707,3.264
E02000845,2.582,85.811,3.249,2.939,3.025
E02000846,2.862,35.445,3.441,1.354,3.121
E02000847,2.593,70.101,3.177,1.943,2.937
E02000848,2.703,55.37,3.354,1.76,3.035
E02000849,2.844,68.177,3.68,2.559,3.22
E02000850,2.838,20.626,3.597,0.844,3.45
E02000851,2.769,15.246,3.38,1.1,3.083
E02000852,2.821,14.274,3.177,0.819,2.993
E02000853,2.682,22.789,3.151,1.398,2.884
E02000854,2.726,22.6,3.296,1.11,3.052
E02000855,2.287,19.433,2.992,1.229,2.726
E02000856,2.602,144.548,3.432,4.031,2.999
E02000857,2.602,10.313,2.923,0.653,2.78
E02000858,2.603,22.674,3.114,1.254,2.837
E02000859,2.425,49.403,3.072,2.561,2.752
E02000860,2.652,13.848,3.03,0.892,2.829
E02000861,2.296,12.476,2.797,0.434,2.736
E02000863,2.129,24.434,2.598,0.994,2.425
E02006836,2.053,20.524,2.576,0.893,2.385
E02000864,4.777,68.46,6.497,5.167,5.418
E02000865,5.503,66.003,7.307,3.987,6.508
E02000866,4.878,59.65,6.198,3.13,5.515
E02000867,5.132,98.298,8.887,9.66,6.057
E02000868,6.13,53.587,8.053,3.699,7.104
E02000869,7.309,41.01,9.341,2.928,8.742
E02000870,5.342,28.355,6.487,1.968,5.996
E02000871,5.322,117.228,8.841,10.597,6.027
E02000872,7.453,34.678,9.457,3.055,8.58
E02000873,5.279,118.967,7.044,7.942,5.707
E02000874,5.85,41.057,7.055,2.64,6.488
E02000875,5.146,49.678,5.872,1.909,5.578
E02000876,5.955,99.618,8.181,5.521,7.029
E02000877,5.168,76.886,6.411,2.935,5.788
E02000878,7.671,176.368,13.039,14.294,10.999
E02000879,5.655,95.408,7.496,6.67,6.105
E02000880,5.905,61.126,7.964,4.541,6.928
E02000881,5.692,128.405,9.471,11.09,6.842
E02000882,5.376,47.281,6.482,2.776,5.893
E02000883,5.601,143.163,10.787,11.62,7.833
E02000884,6.945,174.179,11.255,11.204,8.83
E02000885,6.236,60.384,7.838,3.822,6.93
E02000886,5.677,91.482,11.392,11.371,7.896
E02000887,5.735,94.289,9.828,4.8,9.252
E02000888,6.046,148.579,12.82,16.687,7.741
E02000889,5.74,175.695,9.597,13.42,7.097
E02000890,5.732,169.166,9.108,12.547,6.686
E02000893,4.656,10.219,5.147,0.496,5.029
E02000894,4.638,9.859,5.095,0.546,4.975
E02006853,4.955,12.676,5.586,0.687,5.429
E02006854,5.34,119.736,12.008,12.831,8.923
E02007112,6.605,118.64,13.877,15.28,9.481
E02007113,6.555,162.635,15.993,18.038,10.501
E02007114,4.968,37.243,6.389,2.378,5.699
E02000895,2.42,21.299,3.124,1.042,2.928
E02000896,2.287,23.626,2.898,1.008,2.712
E02000897,2.693,15.266,3.297,0.989,3.111
E02000898,2.912,11.909,3.302,0.665,3.158
E02000899,2.991,17.145,3.654,1.042,3.451
E02000900,3.191,113.54,5.856,8.663,3.93
E02000901,3.027,40.793,3.823,1.907,3.443
E02000902,3.295,93.874,5.595,5.984,3.989
E02000903,3.468,106.444,4.765,6.178,3.817
E02000904,3.3,105.871,5.574,5.723,4.068
E02000905,3.609,24.325,4.377,1.735,3.96
E02000906,3.671,21.0,4.328,1.399,4.025
E02000907,3.739,21.878,4.357,1.309,4.064
E02000908,3.619,36.021,4.238,1.927,3.852
E02000909,3.564,66.476,4.788,3.396,4.086
E02000910,3.847,25.673,4.52,1.767,4.124
E02000911,3.751,18.661,4.397,1.261,4.07
E02000912,3.61,21.794,3.935,0.734,3.827
E02000913,3.833,85.214,4.902,3.883,4.2
E02000914,3.942,68.193,5.265,3.76,4.421
E02000915,3.604,107.449,5.624,6.251,4.256
E02000916,3.797,89.037,4.59,2.738,4.1
E02000917,4.132,60.371,4.755,2.653,4.326
E02000918,3.829,87.807,6.832,8.818,4.586
E02000919,4.166,103.724,6.813,8.362,4.764
E02000920,3.96,111.996,5.918,6.927,4.483
E02000921,4.425,84.552,6.149,6.212,4.917
E02000922,4.092,11.359,4.594,0.584,4.455
E02000923,5.187,33.805,6.284,1.842,5.865
E02000925,5.116,55.759,6.548,3.214,5.698
E02000926,4.834,60.968,6.325,3.775,5.451
E02000927,5.015,38.204,5.833,2.334,5.31
E02000928,4.004,21.242,4.609,1.571,4.268
E02000929,4.851,85.098,6.927,6.165,5.407
E02000930,4.608,86.061,6.278,4.11,5.365
E02000931,4.372,40.949,5.672,2.788,5.071
E02000932,4.174,144.619,6.737,7.538,4.873
E02000933,3.63,31.947,4.479,1.902,4.062
E02000934,4.856,88.007,7.589,6.205,5.693
E02000935,3.205,29.38,3.814,1.736,3.504
E02000936,3.74,34.61,4.852,2.49,4.257
E02000937,3.992,53.849,4.696,1.775,4.346
E02000938,3.499,46.194,4.373,2.571,3.827
E02000939,4.118,17.903,4.716,1.07,4.469
E02000940,4.104,31.723,5.572,2.67,4.866
E02000941,3.932,53.993,5.252,2.601,4.601
E02000942,3.522,35.511,4.406,1.904,4.039
E02000943,4.08,22.606,5.016,2.011,4.494
E02000944,3.55,32.88,4.377,2.23,3.889
E02000945,3.007,72.17,4.387,4.397,3.429
E02000946,3.845,24.158,4.571,1.574,4.148
E02000947,3.521,21.144,4.399,1.492,4.064
E02000948,3.725,20.686,4.283,1.094,4.019
E02000949,3.826,34.992,4.444,1.474,4.141
E02000950,3.401,12.036,3.69,0.55,3.572
E02000951,3.917,26.941,4.952,2.218,4.356
E02000952,3.903,21.699,4.483,1.525,4.142
E02000953,3.77,35.552,4.679,2.148,4.165
E02000954,3.848,27.269,4.573,1.857,4.209
E02000955,3.844,26.079,4.349,1.498,4.09
E02000956,3.71,28.55,4.579,1.89,4.141
E02000957,3.748,29.5,4.893,2.541,4.224
E02000958,3.697,24.834,4.118,1.018,3.906
E02000959,3.71,26.919,4.727,2.46,4.086
E02007083,5.41,57.3,7.403,3.829,6.648
E02007084,5.107,61.695,6.327,2.818,5.604
E02000960,5.085,109.304,6.398,4.598,5.59
E02000961,5.056,40.824,5.943,2.137,5.502
E02000962,5.374,51.925,7.395,4.158,6.273
E02000963,5.066,42.469,6.053,2.429,5.438
E02000964,5.075,40.048,6.429,2.359,5.794
E02000965,5.213,22.339,6.04,1.363,5.695
E02000966,5.369,26.743,6.972,1.934,6.67
E02000967,5.526,177.183,7.94,8.041,6.484
E02000968,6.052,169.92,10.657,13.541,7.486
E02000969,5.999,110.154,10.953,10.886,7.494
E02000970,7.645,170.379,12.723,12.712,9.559
E02000971,6.748,177.268,14.264,22.347,8.261
E02000972,9.291,160.745,14.574,13.099,12.085
E02000973,5.907,70.695,8.39,6.574,6.755
E02000974,7.222,177.045,12.19,16.943,7.857
E02000975,6.47,115.336,9.663,8.158,7.76
E02000976,6.176,38.747,7.618,3.137,6.759
E02000977,7.815,177.382,15.032,16.921,11.558
E02000978,5.66,176.054,8.588,10.084,6.697
E02000979,6.921,163.824,11.268,12.307,8.347
E02000980,6.511,139.535,8.704,7.17,7.113
E02000981,6.515,133.371,7.942,6.663,6.987
E02000982,6.613,159.182,9.766,10.08,7.205
E02000983,6.488,82.37,9.357,7.469,6.956
